ORF,Gene,Well ID,Well cell count,Mean Intensity 488nm,STD Intensity 488nm,Median Intensity 488nm
YLR263W,RED1,6L24,1129,169.8226990699732,14.926431609729622,169.87456
YLR309C,IMH1,3J1,1882,169.82459194473935,16.332817876551957,170.012695
YNL193W,YNL193W,9E7,2138,169.8302444574368,14.512987569012074,170.65917000000002
YEL048C,TCA17,2A17,752,169.83094941489375,13.474353104509579,169.63151
YER159C,BUR6,7J8,2640,169.83128217803025,20.896473630809492,172.52495
YAL054C,ACS1,12L23,1075,169.83358347906974,20.493857272207702,172.98347
YML079W,YML079W,5G9,1665,169.83563645645674,14.124267419408106,170.21855
YML041C,VPS71,14C16,1226,169.83564015497558,15.548185970566676,170.98390999999998
YEL007W,MIT1,8O11,2551,169.83894342610748,15.180275391742656,170.21771
YGR099W,TEL2,8F13,2643,169.839892690125,19.22853732044766,172.87082
YLR312C,ATG39,13E16,623,169.8432120545747,14.518244793284163,169.87944
YER038W-A,YER038W-A,7K4,2876,169.8436090542421,19.858354204056294,172.13828999999998
YGR100W,MDR1,13M23,3170,169.84701948264956,17.523060291651994,169.57106
YNR063W,YNR063W,8P3,2362,169.84707013547862,17.718763476424083,170.764685
YPR169W,JIP5,13L17,3239,169.85099008335953,18.86262418749038,169.27899
YBL020W,RFT1,1E13,474,169.85146559071737,18.80284356807781,171.101785
YDR538W,PAD1,15N6,2441,169.86045320360526,16.063178321261752,169.21497
YER144C,UBP5,7E17,2229,169.8620917945268,19.89836576982829,173.33226
YLR323C,CWC24,5P11,1509,169.8634672233268,16.674363450450862,171.487
YBR068C,BAP2,1K21,2258,169.86474731178035,15.172517325715257,169.65165000000002
YDR073W,SNF11,9D22,2253,169.8662049533959,15.862029552139992,168.76488
YGR201C,YGR201C,12J12,320,169.8707601875001,15.128412834062912,169.88206
YLR433C,CNA1,5E9,414,169.8725587681159,14.282230360389923,170.72235
YJL072C,PSF2,7F11,1460,169.87790840410986,17.261745401045786,171.104085
YHR133C,NSG1,2P7,638,169.8802537617554,17.569061948130965,172.68606
YGR240C-A,YGR240C-A,14H22,569,169.88524001757483,16.597927433877853,169.66577
YIR012W,SQT1,5N11,2814,169.88669047619052,17.24121651265318,171.09893
YKL072W,STB6,5E10,2039,169.88845712113778,14.248115963837215,170.37012
YFR042W,KEG1,2O9,1507,169.88914049104173,17.38560241553668,172.16386
YLR397C,AFG2,12L17,748,169.8923499331551,16.066481871384106,170.35182
YHR042W,NCP1,10H10,2492,169.8931431300164,17.488915129941685,170.63008000000002
YMR191W,SPG5,14H10,16,169.895368125,30.86705873101079,170.25984499999998
YER049W,TPA1,11K20,1763,169.89737148610286,16.456587153328282,168.65201
YMR290C,HAS1,6A3,1398,169.90816957081563,14.562975374179347,171.76385
YNL221C,POP1,12F11,521,169.90870575815714,15.145648946359032,168.63753
YDR416W,SYF1,11F10,986,169.91127626774872,18.26056080666084,171.73635000000002
YNL208W,YNL208W,15L23,1673,169.91306881649746,19.175579948095287,171.97401
YLR312W-A,MRPL15,15I5,1297,169.9184124286813,14.008181425695692,169.61006
YHR036W,BRL1,2L13,2411,169.92179002903364,17.220337581303937,171.07759
YNR068C,YNR068C,7I7,3544,169.92464767494354,20.194759891246363,171.65823999999998
YDR422C,SIP1,10A9,984,169.9251439634144,14.95095057684816,170.49982
YNL159C,ASI2,4I19,2303,169.92710548415104,18.338803999722032,171.53099
YOR279C,RFM1,10I11,3158,169.92775553831527,18.792026693938535,170.63129
YDR235W,PRP42,6C3,477,169.92894798742125,17.55890191874316,171.90483
YGL006W,PMC1,2O19,1695,169.92896293805276,16.867879332184977,170.52905
YBR097W,VPS15,1M17,1379,169.93387715736043,15.702387877031418,171.28601
YNL020C,ARK1,4C13,2552,169.9354689067398,14.487561115450744,169.7448
YLR114C,AVL9,3B15,160,169.94412737499994,17.122275116594434,172.77133500000002
YMR233W,TRI1,5D3,766,169.9513278720628,12.943415654321672,170.791375
YPL226W,NEW1,11O20,1224,169.9519185457516,14.8935776324144,170.283705
YMR264W,CUE1,4A1,495,169.95577634343422,18.632219578018454,172.6499
YDL219W,DTD1,6G22,1963,169.95646743250086,17.848744251309046,172.65422
YGL197W,MDS3,7L19,3253,169.96097335690163,17.68291956675377,171.41608
YLR173W,YLR173W,3D19,482,169.96268784232367,17.396106407200122,172.08214
YLR186W,EMG1,11B16,370,169.9676081621621,17.879030622584374,172.709695
YLR078C,BOS1,3O22,1022,169.96832140900193,17.452546109274873,172.298105
YHR170W,NMD3,13N18,2594,169.97128540863568,18.406103235357417,170.47780999999998
YHR079C-A,SAE3,13B22,669,169.9719469955156,17.68759834636995,173.25072
YDR143C,SAN1,8F17,1822,169.97647265093298,19.90276346276709,172.9023
YDR155C,CPR1,12I24,503,169.97679053677922,16.181104215531512,170.55423
YLR016C,PML1,9H21,2253,169.9788842432316,15.279051770285925,170.0663
YHL048W,COS8,2J15,483,169.98237569358187,17.005918465861864,172.1497
YGR163W,GTR2,2B11,1567,169.98382313975742,14.363748656664223,169.75806
YGL060W,YBP2,14D22,757,169.9866211360635,14.274708712635062,170.45537
YGL043W,DST1,6L22,1516,169.99332556728228,16.85769907923381,171.67782499999998
YNL067W-B,YNL067W-B,14A13,555,169.99599122522517,13.787240164321554,170.73407
YIL109C,SEC24,2H12,932,169.99845995708162,14.762665966008813,170.84865000000002
YIR028W,DAL4,2J22,3171,169.99891810469907,15.686255908475673,168.71382
YGL099W,LSG1,2C14,279,170.00214537634412,16.52939061671789,171.98352
YAL049C,AIM2,8E4,2834,170.0022744636556,18.883413868270917,172.917915
YMR193W,MRPL24,15J7,593,170.00248033726805,14.575322462262166,169.02312
YLL013C,PUF3,8M14,3143,170.00250288259622,14.68061798543637,169.87936
YHR064C,SSZ1,8G1,2661,170.0083485606913,18.883400125089345,172.97264
YIL033C,BCY1,8I13,2209,170.01390503395163,19.83328524407476,173.05756
YNL083W,SAL1,8E2,2181,170.01491473635932,20.190411198956472,173.61119
YGR026W,YGR026W,2K12,1298,170.0191536209551,17.865082428729696,171.01627
YDL064W,UBC9,10F9,2450,170.0233782408161,15.744164627935097,170.743175
YDR121W,DPB4,13G17,1722,170.02446267131268,16.1362387739204,170.62257499999998
YDR252W,BTT1,10C11,2671,170.0249311755895,15.745443718237954,169.71933
YGR225W,AMA1,12C8,964,170.0259476037346,15.702628331302996,170.93471499999998
YOL117W,RRI2,13M18,2956,170.03480342016235,17.208238203715677,170.37345
YOR076C,SKI7,4O20,2639,170.03498613868882,22.41675352399363,172.56302
YML059C,NTE1,3B18,812,170.0357956650246,14.910375916289679,171.70862499999998
YBR288C,APM3,1E24,1536,170.04198003255206,13.81829409435035,170.375535
YGR027C,RPS25A,12N14,1276,170.04291812695928,18.124819186309715,170.797425
YER177W,BMH1,7I14,3141,170.04482495065267,20.561832268256413,172.51591
YNL115C,YNL115C,4G13,2431,170.04577090497688,15.692985577118606,169.85849
YER007W,PAC2,7C7,2515,170.04646878727598,17.362322718810034,171.25578
YOR327C,SNC2,4J23,2483,170.04876374546888,19.940729681178382,171.65634
YJR113C,RSM7,15G8,925,170.05973438918903,14.65276703329692,170.06149
YGL082W,YGL082W,2C4,495,170.06769654545462,13.666334184266404,171.23936
YBL044W,YBL044W,8F16,2621,170.06943747043135,19.08286518452978,173.11647
YDL022C-A,YDL022C-A,1O22,1152,170.0744835850694,14.997753850752783,170.350955
YMR155W,YMR155W,3L20,603,170.0774805472637,16.914299181762743,171.60338
YFL014W,HSP12,12J2,1795,170.08706340389998,15.609158919586433,170.12798
YFL055W,AGP3,2M3,1103,170.0874081504983,15.472067831691636,171.01921
YLR172C,DPH5,8P11,2897,170.0882673524334,16.55974866439593,170.24536
YEL024W,RIP1,15N13,1951,170.09059126601716,17.025733374208567,171.35623
YNL022C,RCM1,8B1,1061,170.09164406220557,17.1837028588419,172.64328
YOL104C,NDJ1,14D14,244,170.09394709016405,12.872273507373404,170.12939
YMR123W,PKR1,3L6,2129,170.0965229356502,18.14534025944803,171.58437
YKL001C,MET14,8O1,3010,170.0997578106312,18.002717332315857,172.16181
YNL294C,RIM21,4O13,3244,170.10694477188667,15.666489913684455,170.12176499999998
YGR093W,DRN1,10H11,3652,170.1077345536699,17.65857546731376,170.07121999999998
YOR219C,STE13,4F13,2908,170.10819944291592,16.080666938295597,169.73623
YDR034C-A,YDR034C-A,1J23,1100,170.11014501818164,16.346076529645863,170.995525
YBR182C-A,YBR182C-A,5C10,1290,170.12459175968985,13.16300832339274,170.76199
YHR181W,SVP26,2B14,339,170.1371829793512,15.94196751980497,171.31718
YLR382C,NAM2,15I7,783,170.13990429118786,14.984585741285738,170.56714
YHR107C,CDC12,2N15,1937,170.14194266391343,15.460272001368278,171.03531
YBL059C-A,CMC2,7D7,21,170.14582523809523,11.053151546443495,167.82703
YNL031C,HHT2,8H13,2104,170.14920557984794,20.00276981581024,172.995765
YPL112C,PEX25,4B14,1819,170.15219739967006,14.970708280540899,170.12811
YOR143C,THI80,7C8,2957,170.15366983090976,17.10067729130603,170.83403
YGR032W,GSC2,2K16,2561,170.1538225458805,15.377401496331396,170.78969
YDL102W,POL3,7O10,2674,170.15579766641747,22.100561224827942,173.59985
YJL099W,CHS6,2P16,872,170.15759225917435,17.6457211605888,171.726175
YNL173C,MDG1,5C6,444,170.15933813063054,12.415616774931907,169.926895
YNL004W,HRB1,9H24,2866,170.16483123517102,14.754639400063597,169.715205
YFR055W,IRC7,5F21,1410,170.1650971489361,18.022875879940255,167.52388000000002
YJR022W,LSM8,5O2,2049,170.16692346510513,18.21381161111112,172.13324
YBL046W,PSY4,7D18,2651,170.17013334213502,17.416038152225006,172.00841
YER175C,TMT1,11K10,903,170.17254146179405,15.235487368781532,171.58145
YDR487C,RIB3,6B1,1188,170.17501544612801,13.952081185633551,171.86613
YHR060W,VMA22,2N3,716,170.17714224860313,17.73173114313553,169.92847999999998
YOL053W,AIM39,4G18,3012,170.17891300796785,16.690497457271665,171.10862500000002
YCR016W,YCR016W,13M20,2841,170.17901764519527,16.431984960296276,169.61174
YPR022C,SDD4,13H19,1952,170.17966070184406,17.188696622612866,171.43256000000002
YLL061W,MMP1,3M2,2128,170.18039659304554,17.407138576184103,170.77901
YDR266C,HEL2,11H13,1780,170.18107372471917,15.966721886578856,170.68287
YDL053C,PBP4,14F10,1392,170.1821151293103,17.056327270276427,172.853905
YHL018W,YHL018W,7J7,2677,170.1830376466195,19.44445181164534,172.43556
YPL265W,DIP5,4H12,2572,170.1874898716953,15.924406435714372,169.73494499999998
YHR031C,RRM3,12O19,795,170.18903730817615,15.26971729363728,170.54897
YDL207W,GLE1,10K12,3345,170.1903251121076,18.772501219993917,169.7933
YFL025C,BST1,2K3,752,170.19293219414925,16.40268688308621,170.68444
YIL102C,YIL102C,13D23,3,170.19304333333332,9.653917895001658,172.04671
YNR041C,COQ2,15K10,2049,170.19848116642314,14.290722965131923,170.40671
YLR146C,SPE4,13I13,3833,170.19998998434573,18.327198501522307,169.51378
YGR031C-A,NAG1,2K14,2784,170.20014492816117,16.41809492119141,171.105455
YER059W,PCL6,7F15,2146,170.20158389095982,19.15570918916817,172.18585000000002
YBR216C,YBP1,7E15,2950,170.2019428644064,19.64016780320657,173.0473
YNR002C,ATO2,4A12,1280,170.20406546093736,15.370891473702843,169.392135
YLR396C,VPS33,3L21,1310,170.21561829770997,19.115191040023518,171.558695
YDR361C,BCP1,8G11,2455,170.21970293686317,20.005656935662284,173.52652
YER147C,SCC4,13G24,2051,170.22299037055134,16.543039664221077,171.11871
YKR029C,SET3,8F12,2669,170.22580120269743,22.73912683372712,174.80844
YGR131W,FHN1,2O12,933,170.2284090032151,17.369142992088157,172.02965
YHR150W,PEX28,2P15,1165,170.22905555364787,16.155885334146188,171.50067
YIR029W,DAL2,7H7,2830,170.22910659010597,18.65730355167923,172.258635
YIL166C,YIL166C,2J8,1186,170.23003196458714,15.727005100455662,170.941795
YKR028W,SAP190,8M12,2908,170.23111229367257,17.095369548927426,170.784835
YKL092C,BUD2,7K7,2981,170.23369646091956,21.35969967462621,173.41306
YNL297C,MON2,4O15,3348,170.23564042114683,17.755017426341926,171.265565
YJL108C,PRM10,2P20,963,170.23886985462084,14.860465483529769,170.62558
YHR149C,SKG6,2P13,1128,170.2389635992907,15.879666012217067,170.864035
YGR247W,CPD1,2F13,301,170.24678318936876,17.428061780870653,172.18062
YPL111W,CAR1,9F18,2203,170.25434655015886,15.170859893356432,170.31018
YFL005W,SEC4,2I23,2681,170.25652875792642,16.38147943274092,169.10471
YPR010C-A,YPR010C-A,4H20,2467,170.26051236724751,16.155883766190154,171.05368
YGR271C-A,EFG1,7K15,3528,170.26689223639403,21.051127876652597,173.205335
YKL089W,MIF2,5F13,1622,170.26758051787934,13.616713456672535,170.105155
YNL312W,RFA2,7G4,2711,170.27319802655848,18.039337523894776,172.11363
YCR048W,ARE1,1M22,1187,170.27455700926657,15.388538771155796,170.85672
YJR098C,YJR098C,5A1,109,170.27840431192666,20.48065746572163,175.90121
YIL023C,YKE4,2D14,1230,170.27870458536552,15.647470220392607,170.888025
YDR463W,STP1,7J10,3106,170.28069830006427,18.999966268303535,172.49342000000001
YDL200C,MGT1,5D22,487,170.2837949691992,19.212474164578765,170.58855
YKL099C,UTP11,11P23,1719,170.28631627690532,17.127367777770857,170.09613
YGL129C,RSM23,15E10,1249,170.29287709367472,16.43437935815201,172.33333
YOR103C,OST2,2M11,1508,170.29990557692324,16.801735419741682,171.409225
YNR007C,ATG3,4A16,1957,170.30096188553938,14.437348253392265,170.46622
YLR189C,ATG26,8G12,2107,170.3031617702895,20.737750912584104,173.59029
YDR236C,FMN1,11K21,2198,170.3067042220203,16.685293758388912,169.56707999999998
YHR140W,YHR140W,5O20,2335,170.3077624496789,15.765833450833583,169.87907
YOL084W,PHM7,4I14,3333,170.30807033603335,17.40264482557253,170.59294
YDR409W,SIZ1,13P14,1901,170.31792962651187,16.156794560607878,170.69101
YPR129W,SCD6,8P4,2876,170.3196386995827,16.46462534402523,170.53606000000002
YPL120W,VPS30,4B20,745,170.31969591946304,21.352559973702583,172.03035
YJR065C,ARP3,14F16,7,170.32017428571427,12.98792152570336,169.59941
YMR296C,LCB1,4A15,1182,170.32376016920483,17.119791142825232,171.31456
YGR084C,MRP13,15N7,550,170.32506889090902,14.102300577473946,170.367165
YLR168C,UPS2,8P8,2311,170.32681648636972,16.859575194060685,170.66492
YCR072C,RSA4,11F17,1292,170.32723421052611,15.03545484024024,171.581515
YOR328W,PDR10,4L1,2289,170.33664655308033,17.130869449223106,169.5419
YHR027C,RPN1,3I1,858,170.33818298368297,15.116773731934485,170.64951000000002
YPL254W,HFI1,5P20,2245,170.34063847661474,17.275896619231695,169.53374
YBR130C,SHE3,5K21,2439,170.34119638786385,15.789319850163208,169.7634
YDR125C,ECM18,12N18,2384,170.3436041442952,16.688346028375356,169.73317
YPL201C,YIG1,13F15,1612,170.3460300496279,15.281506795216957,169.312
YNL162W-A,YNL162W-A,14E19,994,170.35411691146876,16.226357245712656,170.588335
YLR253W,MCP2,14I10,569,170.36990115992964,19.90708113358413,172.24144
YNL232W,CSL4,5J10,2128,170.37016925281958,17.30543608699485,170.8254
YGL141W,HUL5,15E12,996,170.37140939759013,21.773513706311817,172.36975
YGR009C,SEC9,2K6,593,170.37253313659338,16.660712536371957,171.38165
YPL024W,RMI1,5B15,554,170.3786668953069,12.215287984680657,171.431365
YPL050C,MNN9,4N15,2668,170.3796951274362,16.162712313493035,170.972355
YIR007W,EGH1,2J16,2803,170.38028851230857,15.007109361694928,170.65326
YDL143W,CCT4,14A19,621,170.38312640901788,15.303308413315143,171.68919
YJL095W,BCK1,2P12,876,170.39092102739727,16.63809345066907,171.46289
YGL161C,YIP5,2E24,600,170.40255370000014,15.876599105535965,170.24024
YGL064C,MRH4,10K13,1685,170.41186889614258,15.159050797556821,170.59959
YOR276W,CAF20,12P24,516,170.41472771317814,13.857634134291564,171.05079
YOR357C,SNX3,4L11,2843,170.41742758705595,17.229030458281283,169.5208
YOR322C,LDB19,3K19,493,170.42197200811364,20.337731591221953,173.37262
YPL206C,PGC1,4F14,2525,170.423301627723,16.447095432731793,170.64848
YOL028C,YAP7,14H24,1414,170.42336053748215,15.58684260015154,170.93397
YGL230C,YGL230C,2I14,2300,170.4241687130434,14.988444064910505,170.69304499999998
YHR165C,PRP8,8G15,2570,170.42692890272377,21.17891923857821,173.600855
YLL014W,EMC6,3K2,720,170.42773538888883,15.842954794022974,171.82852
YHR033W,YHR033W,8G13,1799,170.4293307226234,20.98507369467452,173.75629
YJL146W,IDS2,9I24,3235,170.43045391962946,16.41333461773914,168.94856
YOR101W,RAS1,4B19,429,170.4306655011655,15.171820900622011,170.87408
YIL116W,HIS5,7C11,1962,170.4378318960248,16.570375615364053,171.58096999999998
YJL103C,GSM1,8F6,3091,170.4401191200258,17.8750157205018,172.03661
YDL208W,NHP2,7B12,2217,170.44851524131693,15.137445241768436,170.43997
YPL067C,YPL067C,5P4,1189,170.45402238015117,16.49777860843837,172.13226
YOL009C,MDM12,3B19,910,170.46048981318683,15.52122037256909,172.27075
YOR173W,DCS2,8C7,3083,170.46155331819662,18.37338257260962,173.13043
YPL263C,KEL3,7E10,2935,170.46417233730847,19.000259158612444,172.36911
YIL147C,SLN1,2J2,1222,170.46546630932906,16.395804326588244,171.38127
YLL023C,POM33,3K6,1209,170.4689841108353,18.063035980583734,172.03073
YDL140C,RPO21,11J17,1969,170.46933187912654,15.546399183769516,171.07718
YNL290W,RFC3,7K10,3628,170.46967860804824,19.727412555368215,172.92007999999998
YPR049C,ATG11,4J16,3482,170.47268782596208,18.154254999393007,171.50002
YKL051W,SFK1,3M7,777,170.47372302445316,19.42811833967972,173.14334
YDR478W,SNM1,5E7,1899,170.47541530279102,14.953074237310636,171.49565
YKL078W,DHR2,12N20,585,170.47746446153857,15.120017556863829,170.83322
YGL145W,TIP20,2E14,321,170.48108454828642,17.07973945497319,172.44016
YGL131C,SNT2,7O16,2800,170.48349335357167,22.263428338889135,173.24138
YOL147C,PEX11,4K16,3751,170.48399437216776,17.308478973415347,171.55127
YNL156C,NSG2,4I13,2778,170.48827191864655,16.188747863132395,170.432885
YGR175C,ERG1,2B21,1606,170.4929503486921,15.491618662328658,170.86496
YDR441C,APT2,10A8,1761,170.50164147643395,17.57049208690599,171.14548
YDL233W,MFG1,14F18,889,170.50220718785147,15.475764067663341,171.11227
YOR373W,NUD1,6E22,753,170.50490231075705,18.022519856796407,173.28246
YDR458C,HEH2,1L22,1998,170.50682036536534,17.558792826260444,169.81261999999998
YGL147C,RPL9A,8A2,917,170.50949475463455,16.390549261203972,172.81866
YNR008W,LRO1,4A18,1220,170.51269495081957,13.666255737323748,171.202675
YMR234W,RNH1,5E11,1658,170.51930034378802,13.44035447872689,171.110895
YGR253C,PUP2,8O20,2474,170.52026007275668,18.01582286593453,170.269965
YJR121W,ATP2,15G9,1300,170.52173446923067,14.375919561693523,171.04806
YBL028C,YBL028C,12K24,1092,170.52348711538465,19.167105005285357,172.821685
YGL137W,SEC27,2E8,1616,170.5245761509901,15.814669917261595,171.04367000000002
YGL135W,RPL1B,12E15,1275,170.5261589568629,14.73515154356708,171.10036
YHR175W-A,YHR175W-A,2B10,608,170.5266249506579,14.0846324073292,171.101425
YOR034C,AKR2,4M20,2462,170.53298859463814,20.69819715576763,173.024965
YGR284C,ERV29,2H3,506,170.5427354347827,13.813715161579662,170.69473
YBL016W,FUS3,5G13,1283,170.5460761964149,14.31923462061139,170.49869
YPR057W,BRR1,5P6,1878,170.54683281682625,17.37489878124187,172.0608
YJL054W,TIM54,14G14,21,170.55255428571425,17.121457886703915,167.59972
YGL142C,GPI10,2E12,1119,170.55600704200168,15.026284909826789,171.16011
YEL072W,RMD6,7N10,3321,170.55915081300802,19.577868767496266,172.70274
YHR144C,DCD1,7J16,3346,170.561567507472,23.584565254299097,174.418165
YPR105C,COG4,4L18,2943,170.56180225959903,17.55074544123841,171.7581
YIL144W,NDC80,7A6,3329,170.5685158065487,17.51547186343097,171.40442
YIL066C,RNR3,13K17,2543,170.57292300825824,18.53392885384815,170.00082
YKL047W,ANR2,3M5,1565,170.57553082428097,16.994861997879262,171.9276
YMR098C,ATP25,15J11,742,170.57564119946105,14.274695799414523,171.269425
YOL158C,ENB1,4K22,2999,170.57611161720618,17.89964932956822,172.19458
YKL122C,SRP21,7D3,2179,170.5781685084901,18.9125974388027,172.18056
YMR213W,CEF1,14F14,508,170.5808420078741,15.036186901480084,171.69439
YPR047W,MSF1,15K8,2323,170.58401258717143,14.4210684031944,170.13651
YOR377W,ATF1,4L15,3488,170.5860653383025,17.525131991372632,171.054735
YGR241C,YAP1802,2F11,437,170.58696004576672,15.614102318220763,172.24855
YFL017C,GNA1,10J13,3660,170.59241924590177,17.700298426114955,170.45358
YIR038C,GTT1,2L16,1653,170.5945747791894,14.702997791586345,171.27617
YLR115W,CFT2,13F21,1725,170.59554081739103,18.47500986999453,172.82542
YER072W,VTC1,2E21,1673,170.6016428511654,18.36162690132276,168.54236
YCR031C,RPS14A,10L15,3097,170.60350733936085,17.621817876897662,170.82986
YJR090C,GRR1,8I9,2295,170.60598631372577,18.683443921873245,171.44034
YDR492W,IZH1,1N20,1437,170.60602714683387,15.216219639082558,170.81702
YOR166C,SWT1,11I7,1480,170.6060837297296,15.013465516414545,170.43921
YGL003C,CDH1,14G18,1872,170.60835990384618,17.418307402828713,170.65531
YNL035C,YNL035C,7D5,2823,170.61150551186708,17.246633796669936,171.91832
YOR289W,YOR289W,11O24,1123,170.61646904719524,14.70603751542075,170.62415
YPL157W,TGS1,12O20,726,170.61741650137756,15.428741804338763,170.853855
YPR141C,KAR3,4N14,3521,170.61966303322887,16.722952689451,170.86281
YPR004C,AIM45,15M9,840,170.62876214285725,14.477249004340617,170.82228500000002
YPR112C,MRD1,5N23,2200,170.6317387863637,14.583573947593715,169.950175
YGR141W,VPS62,2O20,2034,170.63186503441517,14.907126437773847,170.658255
YPR002W,PDH1,12I16,681,170.63236477239354,15.192895236728294,171.41765
YGR152C,RSR1,2B5,733,170.63499757162367,14.260550643101162,170.62015
YLR206W,ENT2,3D23,258,170.63703581395364,15.476456561986089,172.283105
YOL048C,RRT8,4G16,2499,170.64224707082823,18.190890474419557,171.75934
YMR044W,IOC4,7H6,3584,170.64293591517838,18.515883755493867,172.38872500000002
YML083C,YML083C,8I18,2042,170.64701070029372,23.157266176202274,173.371385
YOR253W,NAT5,8I6,2808,170.65002962962953,16.22075248572738,171.60555499999998
YPR192W,AQY1,4P18,2198,170.65418487261124,19.47349165548631,171.01391
YDR219C,MFB1,7J17,3691,170.65618107017022,21.036551967218696,173.57751
YGR221C,TOS2,2D21,1382,170.65618413169315,15.694065350662903,169.153975
YOL152W,FRE7,4K18,3135,170.66722584369995,16.466638268396206,171.16313
YJL207C,LAA1,3C17,329,170.66767875379938,17.85546442170705,173.44077
YJL023C,PET130,13J21,2564,170.66869272620912,16.845533752845846,170.88807
YAL060W,BDH1,10J14,3003,170.67875453546446,15.974814561914364,170.23407
YPR140W,TAZ1,4N12,3644,170.67948337541162,16.641460409615668,170.282315
YJL036W,SNX4,2N10,820,170.68250097560968,18.77073698918867,172.24889000000002
YAL046C,AIM1,15N9,808,170.6948101608909,14.460168071659464,170.73822
YJR108W,ABM1,7P14,2060,170.69615049514545,19.812775442011763,172.969
YNL192W,CHS1,4K11,3288,170.69808717153273,17.55229837434137,169.21401
YDR307W,PMT7,1F18,1383,170.698562031815,19.334839373992175,172.57225
YFR009W,GCN20,7F3,2821,170.69998905707195,17.481849298291433,172.52844
YBL036C,YBL036C,8J12,3331,170.71451493545473,19.75973164511503,173.44295
YML051W,GAL80,11O23,8,170.72000625,10.741848734022783,169.35384
YPR181C,SEC23,4P12,2233,170.72597899686474,15.496769108886502,170.66827
YAL028W,FRT2,1A19,884,170.72801910633493,16.059571543962406,171.95186
YOL092W,YPQ1,4I16,2924,170.7302387551305,16.230587022822352,171.087515
YBL041W,PRE7,1E19,1019,170.74221421982338,18.938972542191305,172.35948
YGR161C,RTS3,8H9,3111,170.74830024750867,19.440952584937598,173.28796
YIR006C,PAN1,2J14,622,170.7497476366558,16.287076571124043,173.05142999999998
YOR378W,AMF1,4L17,3089,170.7523180155392,17.812805566790324,171.91632
YGL057C,GEP7,11N24,1516,170.75255818601576,17.128366202489538,170.48739999999998
YGR019W,UGA1,8F3,2030,170.75749462068973,17.644745787817858,173.47932500000002
YNR015W,SMM1,5C16,1101,170.76187429609462,12.858796563385663,170.18793
YMR269W,TMA23,10G11,1659,170.763170988547,17.1574762408029,171.72362
YLR426W,TDA5,3N7,1392,170.7635991810344,17.032817538233175,172.57655
YHR039C,MSC7,2L15,2515,170.76701826640146,15.929445689430905,171.45479
YIL138C,TPM2,5D12,1943,170.76857996397328,16.094630312345977,170.59245
YER093C-A,AIM11,2G7,1498,170.76975952603462,14.630499192126686,170.77275
YMR060C,SAM37,4C15,1546,170.77019599611907,13.061447785170978,170.740545
YFR038W,IRC5,2O7,9,170.7713377777778,24.89837569038931,178.90076
YNL177C,MRPL22,15K13,1115,170.77272967713006,17.048698336056425,172.84012
YMR224C,MRE11,9M1,1453,170.7792936338611,15.061704154021985,170.73692
YPL240C,HSP82,5C4,226,170.78067800884955,14.69670415590062,171.420425
YKL205W,LOS1,8K15,2855,170.78214459544682,19.190050617213075,172.53741
YER044C,ERG28,2E11,759,170.78727545454544,14.504559160334198,171.21916
YCR033W,SNT1,5L18,2484,170.78880827697287,14.860971444591579,170.543975
YBR211C,AME1,5F5,1257,170.79338041368308,14.003653237138561,171.67992
YDR138W,HPR1,10K11,2068,170.7936511895553,19.579081864625376,172.339355
YJL109C,UTP10,13K14,2972,170.7957688425302,18.88321610635588,170.68793499999998
YNL194C,YNL194C,4K13,3603,170.79715157646368,16.756911237358395,170.20383
YLR034C,SMF3,3M20,876,170.79908639269405,17.54280981893383,172.94964
YJR084W,YJR084W,13F19,2219,170.8064347904457,22.2156464319406,171.64792
YHR071W,PCL5,14A7,1673,170.80653468619266,19.400419991569596,173.63525
YGL044C,RNA15,12M20,591,170.80777538071072,18.919032179358908,172.12111
YDR188W,CCT6,14D15,1273,170.81091552238823,18.690422540552934,172.92613
YIL079C,AIR1,7M15,3643,170.81374361240748,20.055183146086183,173.57297
YML064C,TEM1,3B20,211,170.8142314218009,18.182830745827204,173.03688
YCR076C,FUB1,13F23,1313,170.81569835491257,15.10973820811738,171.59378
YOR030W,DFG16,4M16,3596,170.82198541156814,16.261189175807214,171.554795
YER174C,GRX4,5L6,2897,170.82335664480522,16.574616965975096,172.61028
YGL083W,SCY1,2C6,819,170.8249696092798,12.991490372940204,171.63559
YOL113W,SKM1,13G21,2025,170.829158202469,17.680727443332746,172.0126
YMR266W,RSN1,4A3,774,170.83343559431532,14.716514739723378,171.521865
YOR284W,HUA2,5E8,1186,170.83637191399671,14.566071997870573,170.88395500000001
YER166W,DNF1,2I11,2264,170.84515634717306,15.892714023802636,171.09967
YER031C,YPT31,2E3,388,170.84711961340207,14.504140284729719,172.000295
YCL016C,DCC1,5M2,600,170.8525564833332,16.170507958537254,171.993845
YBR053C,YBR053C,8P10,2770,170.85549611913362,17.084278538953622,171.1802
YDL225W,SHS1,1H17,909,170.85712239823965,19.671705120756467,173.85249
YDR536W,STL1,1P18,1396,170.86189624641855,14.423481923308147,171.43606499999999
YPL016W,SWI1,14H15,1928,170.86380744813292,15.435406692523872,171.37268
YNL217W,YNL217W,4K19,2368,170.8648928631758,16.82393531937702,172.22921000000002
YPR069C,SPE3,14D17,950,170.86569870526324,15.083536781446089,171.8508
YDL223C,HBT1,9J4,7,170.87676285714286,13.787149252238137,169.1964
